time,temperature_2m (°C),rain (mm),snowfall (cm),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_0cm (°C)
2023-07-16T16:00,17.6,0.00,0.00,10.8,177,18.4,16.2
2023-07-16T17:00,17.2,3.50,0.00,17.6,196,31.0,16.0
2023-07-16T18:00,15.8,0.10,0.00,15.8,195,36.4,15.5
2023-07-16T19:00,15.7,0.00,0.00,11.5,185,26.6,15.2
2023-07-16T20:00,15.7,0.00,0.00,10.8,186,19.4,14.9
2023-07-16T21:00,14.6,0.00,0.00,7.9,191,20.5,14.1
2023-07-16T22:00,13.4,0.00,0.00,3.6,125,12.6,13.4
2023-07-16T23:00,12.2,0.00,0.00,6.5,121,9.4,13.0
2023-07-17T00:00,12.9,0.20,0.00,8.6,171,14.0,12.7
2023-07-17T01:00,13.3,0.80,0.00,9.4,157,20.9,12.8
2023-07-17T02:00,14.5,0.00,0.00,11.2,158,18.7,13.3
2023-07-17T03:00,14.7,1.60,0.00,18.7,177,32.0,13.5
2023-07-17T04:00,14.3,0.00,0.00,16.6,182,41.4,14.0
2023-07-17T05:00,15.2,0.00,0.00,23.8,187,40.7,14.8
2023-07-17T06:00,16.9,0.00,0.00,18.4,183,40.0,15.8
2023-07-17T07:00,17.3,0.00,0.00,22.0,183,39.6,16.5
2023-07-17T08:00,17.0,0.40,0.00,28.1,170,56.5,16.8
2023-07-17T09:00,17.1,0.20,0.00,29.5,182,51.1,16.7
2023-07-17T10:00,15.1,1.70,0.00,28.8,193,58.7,15.0
2023-07-17T11:00,14.4,0.10,0.00,28.4,208,59.4,14.6
2023-07-17T12:00,15.3,0.00,0.00,31.0,203,53.6,14.9
2023-07-17T13:00,16.0,0.00,0.00,35.6,210,61.9,14.8
2023-07-17T14:00,15.6,0.00,0.00,32.4,212,61.6,14.9
2023-07-17T15:00,15.0,0.00,0.00,32.0,215,56.5,14.9
2023-07-17T16:00,14.9,0.00,0.00,29.9,215,54.7,14.7
2023-07-17T17:00,14.8,0.00,0.00,28.4,214,51.1,14.4
2023-07-17T18:00,14.3,0.00,0.00,27.4,213,49.3,13.8
2023-07-17T19:00,13.7,0.00,0.00,28.1,213,47.9,13.4
2023-07-17T20:00,13.4,0.00,0.00,27.7,209,48.6,13.3
2023-07-17T21:00,13.2,0.00,0.00,27.7,211,47.2,13.1
2023-07-17T22:00,13.1,0.00,0.00,28.4,212,50.0,12.9
2023-07-17T23:00,12.7,0.00,0.00,27.7,207,47.9,12.9
2023-07-18T00:00,12.1,0.00,0.00,26.6,206,45.4,12.7
2023-07-18T01:00,12.2,0.00,0.00,28.8,207,49.0,12.6
2023-07-18T02:00,12.3,1.60,0.00,24.5,239,48.6,12.6
2023-07-18T03:00,12.2,0.50,0.00,16.6,234,42.5,12.5
2023-07-18T04:00,12.2,0.60,0.00,14.0,233,27.4,12.6
2023-07-18T05:00,12.6,1.10,0.00,10.1,212,22.7,12.8
2023-07-18T06:00,13.1,2.70,0.00,22.7,225,38.2,13.0
2023-07-18T07:00,14.1,0.00,0.00,21.2,217,41.4,13.1
2023-07-18T08:00,14.0,0.00,0.00,22.0,213,39.2,13.5
2023-07-18T09:00,15.4,0.00,0.00,21.6,215,38.5,13.9
2023-07-18T10:00,16.5,0.00,0.00,21.2,213,38.5,14.2
2023-07-18T11:00,16.7,0.10,0.00,22.3,215,39.2,14.6
2023-07-18T12:00,17.3,0.10,0.00,21.6,212,38.9,14.4
2023-07-18T13:00,17.3,0.10,0.00,20.5,206,38.2,14.6
2023-07-18T14:00,17.1,0.10,0.00,22.0,224,38.9,14.5
2023-07-18T15:00,17.4,0.00,0.00,22.3,219,40.3,14.1
2023-07-18T16:00,16.4,0.00,0.00,19.8,219,39.2,13.9
2023-07-18T17:00,15.8,0.00,0.00,20.9,214,35.6,13.7
2023-07-18T18:00,14.3,0.00,0.00,18.7,209,34.2,13.3
2023-07-18T19:00,13.4,0.00,0.00,19.8,208,33.8,13.0
2023-07-18T20:00,13.2,0.00,0.00,20.5,206,34.9,12.7
2023-07-18T21:00,12.8,0.00,0.00,16.6,193,31.3,12.2
2023-07-18T22:00,12.7,0.00,0.00,16.6,192,28.1,12.1
2023-07-18T23:00,12.4,0.00,0.00,20.5,192,34.9,12.1
2023-07-19T00:00,12.2,0.00,0.00,19.1,176,36.4,11.9
2023-07-19T01:00,12.3,0.00,0.00,20.2,173,34.2,11.8
2023-07-19T02:00,12.2,0.00,0.00,21.6,181,39.2,11.8
2023-07-19T03:00,11.6,0.00,0.00,14.8,161,34.9,11.6
2023-07-19T04:00,12.3,0.00,0.00,15.5,156,26.3,12.1
2023-07-19T05:00,13.1,0.00,0.00,16.2,150,28.4,12.5
2023-07-19T06:00,14.3,0.00,0.00,15.1,149,27.4,13.3
2023-07-19T07:00,15.5,0.00,0.00,12.6,159,27.4,13.7
2023-07-19T08:00,16.2,0.00,0.00,10.1,148,25.2,14.9
2023-07-19T09:00,16.6,0.00,0.00,6.5,139,20.9,16.4
2023-07-19T10:00,17.4,0.00,0.00,4.3,142,18.0,17.0
2023-07-19T11:00,18.2,0.00,0.00,4.0,8,17.6,17.3
2023-07-19T12:00,18.3,0.00,0.00,14.8,356,29.9,17.9
2023-07-19T13:00,17.4,0.00,0.00,17.6,357,33.8,17.7
2023-07-19T14:00,17.1,0.00,0.00,20.5,8,37.1,17.6
2023-07-19T15:00,17.4,0.00,0.00,22.7,11,40.0,17.2
2023-07-19T16:00,17.5,0.00,0.00,22.7,14,40.0,16.6
2023-07-19T17:00,16.6,0.00,0.00,22.7,15,39.2,16.0
2023-07-19T18:00,16.4,0.00,0.00,21.6,15,37.1,15.1
2023-07-19T19:00,15.5,0.00,0.00,20.9,15,36.4,14.3
2023-07-19T20:00,14.2,0.00,0.00,18.7,13,34.6,13.5
2023-07-19T21:00,13.2,0.00,0.00,17.3,12,32.0,12.7
2023-07-19T22:00,12.8,0.00,0.00,15.8,12,28.1,12.3
2023-07-19T23:00,12.2,0.00,0.00,15.1,12,25.9,12.1
2023-07-20T00:00,12.1,0.00,0.00,15.8,10,25.6,11.7
2023-07-20T01:00,12.0,0.00,0.00,16.6,11,27.0,11.6
2023-07-20T02:00,11.8,0.00,0.00,16.6,10,27.0,11.6
2023-07-20T03:00,11.8,0.00,0.00,15.5,8,25.2,11.9
2023-07-20T04:00,12.4,0.00,0.00,16.2,8,27.0,12.8
2023-07-20T05:00,13.4,0.00,0.00,15.8,6,27.4,13.4
2023-07-20T06:00,13.9,0.00,0.00,15.8,2,27.7,14.4
2023-07-20T07:00,14.1,0.00,0.00,15.5,1,28.4,14.6
2023-07-20T08:00,14.6,0.00,0.00,14.0,356,27.7,15.0
2023-07-20T09:00,15.1,0.00,0.00,13.7,344,26.3,15.6
2023-07-20T10:00,15.3,0.00,0.00,13.3,336,26.3,16.3
2023-07-20T11:00,16.3,0.00,0.00,12.2,331,25.6,16.0
2023-07-20T12:00,16.5,0.00,0.00,12.2,327,24.8,16.1
2023-07-20T13:00,16.6,0.00,0.00,12.6,329,25.6,16.7
2023-07-20T14:00,16.1,0.00,0.00,13.3,332,26.3,16.7
2023-07-20T15:00,16.1,0.00,0.00,13.0,329,25.6,16.6
2023-07-20T16:00,15.8,0.00,0.00,12.6,330,25.2,16.3
2023-07-20T17:00,15.0,0.00,0.00,11.9,332,23.8,15.8
2023-07-20T18:00,14.9,0.00,0.00,11.2,338,23.0,15.1
2023-07-20T19:00,14.7,0.00,0.00,10.8,347,20.2,14.4
2023-07-20T20:00,14.0,0.00,0.00,10.8,348,19.1,13.5
2023-07-20T21:00,13.6,0.00,0.00,8.6,2,17.3,12.3
2023-07-20T22:00,13.2,0.00,0.00,6.1,354,14.0,11.6
2023-07-20T23:00,13.2,0.00,0.00,3.6,32,10.1,11.4
2023-07-21T00:00,13.0,0.00,0.00,2.9,114,4.7,11.2
2023-07-21T01:00,12.8,0.00,0.00,2.9,91,4.7,10.8
2023-07-21T02:00,12.7,0.00,0.00,1.8,75,4.7,10.8
2023-07-21T03:00,12.9,0.00,0.00,2.5,84,5.0,11.8
2023-07-21T04:00,13.1,0.00,0.00,2.5,86,5.4,12.6
2023-07-21T05:00,13.6,0.00,0.00,2.5,55,7.2,13.3
2023-07-21T06:00,14.3,0.00,0.00,5.4,1,12.6,13.8
2023-07-21T07:00,15.0,0.00,0.00,9.0,352,18.4,14.2
2023-07-21T08:00,15.9,0.00,0.00,11.5,353,22.7,14.3
2023-07-21T09:00,15.7,0.00,0.00,15.1,354,28.1,14.5
2023-07-21T10:00,16.1,0.00,0.00,16.2,358,30.2,15.0
2023-07-21T11:00,16.4,0.00,0.00,16.9,1,31.3,15.4
2023-07-21T12:00,16.9,0.00,0.00,18.0,357,32.8,15.3
2023-07-21T13:00,17.1,0.00,0.00,20.2,359,36.0,15.9
2023-07-21T14:00,16.8,0.00,0.00,21.2,2,37.4,16.0
2023-07-21T15:00,17.3,0.00,0.00,21.2,0,37.4,15.9
2023-07-21T16:00,16.8,0.00,0.00,22.0,359,37.8,15.3
2023-07-21T17:00,16.2,0.00,0.00,21.2,3,37.4,14.9
2023-07-21T18:00,14.6,0.00,0.00,20.5,360,35.3,14.2
2023-07-21T19:00,13.9,0.00,0.00,21.2,0,35.3,13.7
2023-07-21T20:00,13.4,0.00,0.00,20.5,1,35.3,13.3
2023-07-21T21:00,13.0,0.00,0.00,19.4,4,33.1,12.7
2023-07-21T22:00,12.8,0.00,0.00,18.4,5,31.7,12.7
2023-07-21T23:00,12.9,0.00,0.00,16.9,4,29.9,12.8
2023-07-22T00:00,13.0,0.00,0.00,16.2,1,26.6,12.9
2023-07-22T01:00,12.9,0.00,0.00,15.5,2,26.6,12.8
2023-07-22T02:00,12.8,0.00,0.00,15.5,357,25.6,12.8
2023-07-22T03:00,12.9,0.00,0.00,14.0,349,25.9,12.8
2023-07-22T04:00,12.9,0.00,0.00,14.0,348,24.1,13.0
2023-07-22T05:00,13.1,0.00,0.00,13.0,345,23.4,13.1
2023-07-22T06:00,13.7,0.00,0.00,12.2,338,22.0,13.3
2023-07-22T07:00,14.2,0.00,0.00,11.2,337,20.9,13.7
2023-07-22T08:00,14.6,0.00,0.00,11.2,339,19.8,13.9
2023-07-22T09:00,15.0,0.00,0.00,9.7,339,19.4,14.4
2023-07-22T10:00,14.9,0.00,0.00,9.0,337,17.6,14.6
2023-07-22T11:00,14.9,0.00,0.00,8.6,337,17.3,15.0
2023-07-22T12:00,15.0,0.00,0.00,9.4,327,18.7,15.8
2023-07-22T13:00,15.7,0.00,0.00,9.4,324,18.7,15.8
2023-07-22T14:00,15.7,0.00,0.00,9.7,321,19.1,15.6
2023-07-22T15:00,15.4,0.00,0.00,10.1,332,20.5,15.2
2023-07-22T16:00,15.0,0.00,0.00,10.1,332,19.1,15.2
2023-07-22T17:00,14.5,0.00,0.00,9.0,333,18.7,14.8
2023-07-22T18:00,13.9,0.00,0.00,8.6,331,18.4,14.2
2023-07-22T19:00,13.5,0.00,0.00,9.4,332,16.2,14.0
2023-07-22T20:00,13.3,0.00,0.00,8.6,346,16.2,13.4
2023-07-22T21:00,13.1,0.00,0.00,6.5,335,12.6,13.0
2023-07-22T22:00,12.9,0.00,0.00,6.5,331,11.2,12.9
2023-07-22T23:00,12.7,0.00,0.00,6.5,337,10.8,12.9
2023-07-23T00:00,12.5,0.00,0.00,6.1,320,10.4,12.7
2023-07-23T01:00,12.5,0.00,0.00,7.9,336,14.4,12.7
2023-07-23T02:00,12.4,0.00,0.00,5.0,337,13.0,12.8
2023-07-23T03:00,12.4,0.00,0.00,6.1,323,9.7,12.8
2023-07-23T04:00,12.6,0.10,0.00,9.0,335,15.1,12.9
2023-07-23T05:00,12.6,0.10,0.00,7.9,331,15.1,13.2
2023-07-23T06:00,12.8,0.20,0.00,8.6,329,14.8,13.2
2023-07-23T07:00,12.6,0.30,0.00,6.8,318,14.0,13.1
2023-07-23T08:00,13.6,0.40,0.00,6.5,300,10.8,13.2
2023-07-23T09:00,14.1,0.50,0.00,8.6,292,14.0,13.8
2023-07-23T10:00,14.4,0.40,0.00,8.6,311,15.1,13.8
2023-07-23T11:00,14.8,0.50,0.00,8.3,316,14.8,13.7
2023-07-23T12:00,15.3,0.30,0.00,8.6,326,15.1,14.4
2023-07-23T13:00,15.2,0.20,0.00,9.4,330,15.8,14.1
2023-07-23T14:00,15.4,0.10,0.00,9.0,321,16.2,13.6
2023-07-23T15:00,15.6,0.10,0.00,7.9,312,15.1,13.6
2023-07-23T16:00,15.9,0.10,0.00,7.9,304,13.7,13.4
2023-07-23T17:00,15.5,0.00,0.00,7.2,299,13.3,13.5
2023-07-23T18:00,14.7,0.00,0.00,6.1,305,11.5,13.3
2023-07-23T19:00,14.2,0.00,0.00,4.7,302,10.1,13.1
2023-07-23T20:00,13.5,0.00,0.00,3.2,291,7.6,13.0
2023-07-23T21:00,13.1,0.00,0.00,3.6,278,6.1,12.8
2023-07-23T22:00,12.8,0.00,0.00,3.6,249,5.8,12.7
2023-07-23T23:00,12.4,0.00,0.00,4.0,225,6.1,12.6
2023-07-24T00:00,12.1,0.00,0.00,5.0,215,8.6,12.6
2023-07-24T01:00,12.0,0.00,0.00,7.6,221,12.2,12.6
2023-07-24T02:00,12.0,0.00,0.00,7.6,226,13.0,12.6
2023-07-24T03:00,12.2,0.00,0.00,5.8,215,11.9,12.5
2023-07-24T04:00,12.4,0.00,0.00,5.0,211,9.4,12.6
2023-07-24T05:00,12.9,0.10,0.00,4.7,207,9.0,12.8
2023-07-24T06:00,13.3,0.10,0.00,5.4,223,10.4,12.8
2023-07-24T07:00,13.4,0.00,0.00,4.7,235,10.1,13.1
2023-07-24T08:00,14.2,0.00,0.00,4.7,245,10.1,13.5
2023-07-24T09:00,14.8,0.10,0.00,4.0,289,10.8,13.4
2023-07-24T10:00,15.3,0.00,0.00,4.7,325,10.4,13.9
2023-07-24T11:00,15.1,0.10,0.00,5.4,341,11.2,13.9
2023-07-24T12:00,15.2,0.20,0.00,5.4,5,9.4,14.0
2023-07-24T13:00,15.5,0.30,0.00,5.4,5,9.7,14.1
2023-07-24T14:00,15.5,0.20,0.00,6.8,15,11.5,14.2
2023-07-24T15:00,15.1,0.00,0.00,10.1,4,18.4,14.7
2023-07-24T16:00,14.3,0.00,0.00,10.8,5,19.8,14.3
2023-07-24T17:00,14.2,0.00,0.00,12.2,9,21.2,14.1
2023-07-24T18:00,14.3,0.00,0.00,12.2,10,22.3,14.0
2023-07-24T19:00,14.2,0.00,0.00,12.2,13,21.2,13.5
2023-07-24T20:00,13.8,0.00,0.00,13.7,17,22.3,13.2
2023-07-24T21:00,13.6,0.00,0.00,13.3,14,22.7,13.0
2023-07-24T22:00,13.3,0.00,0.00,13.3,12,22.0,12.8
2023-07-24T23:00,12.9,0.00,0.00,12.6,9,21.6,12.8
2023-07-25T00:00,13.0,0.00,0.00,13.3,5,21.2,12.9
2023-07-25T01:00,13.0,0.00,0.00,14.4,7,23.0,12.9
2023-07-25T02:00,13.0,0.00,0.00,13.7,12,23.4,12.9
2023-07-25T03:00,13.3,0.00,0.00,13.0,11,23.4,13.0
2023-07-25T04:00,13.5,0.00,0.00,11.2,6,20.9,13.2
2023-07-25T05:00,14.2,0.00,0.00,10.8,14,18.7,13.8
2023-07-25T06:00,15.2,0.00,0.00,10.1,14,18.4,14.3
2023-07-25T07:00,16.0,0.00,0.00,12.2,11,21.6,15.6
2023-07-25T08:00,17.1,0.00,0.00,11.5,26,22.0,16.2
2023-07-25T09:00,18.1,0.00,0.00,11.9,19,22.3,16.6
2023-07-25T10:00,19.3,0.00,0.00,13.0,15,24.5,16.6
2023-07-25T11:00,19.3,0.00,0.00,14.0,6,26.3,16.9
2023-07-25T12:00,19.9,0.00,0.00,18.4,6,33.1,17.9
2023-07-25T13:00,20.2,0.00,0.00,19.1,10,33.8,18.8
2023-07-25T14:00,20.4,0.00,0.00,18.0,12,33.8,18.6
2023-07-25T15:00,19.7,0.00,0.00,19.8,11,34.2,18.3
2023-07-25T16:00,19.5,0.00,0.00,19.8,10,34.2,17.4
2023-07-25T17:00,20.2,0.00,0.00,17.6,12,33.8,16.4
2023-07-25T18:00,19.1,0.00,0.00,16.2,9,31.3,16.4
2023-07-25T19:00,17.5,0.00,0.00,14.4,3,27.0,15.5
2023-07-25T20:00,16.1,0.00,0.00,12.2,4,23.4,14.6
2023-07-25T21:00,15.3,0.00,0.00,10.1,7,18.7,13.9
2023-07-25T22:00,15.0,0.00,0.00,9.4,61,16.9,13.9
2023-07-25T23:00,14.9,0.00,0.00,10.1,94,17.6,13.8
2023-07-26T00:00,14.5,0.00,0.00,8.3,104,15.5,13.6
2023-07-26T01:00,14.4,0.00,0.00,6.5,127,12.2,13.6
2023-07-26T02:00,14.7,0.00,0.00,4.7,125,9.0,13.4
2023-07-26T03:00,14.9,0.00,0.00,3.2,146,6.8,13.3
2023-07-26T04:00,15.4,0.00,0.00,2.2,61,5.4,14.2
2023-07-26T05:00,16.1,0.00,0.00,1.1,10,3.6,15.1
2023-07-26T06:00,16.9,0.00,0.00,1.8,48,3.2,15.5
2023-07-26T07:00,17.5,0.00,0.00,4.0,16,6.5,16.9
2023-07-26T08:00,18.2,0.00,0.00,4.7,62,9.7,17.7
2023-07-26T09:00,20.0,0.00,0.00,6.1,64,14.4,18.1
2023-07-26T10:00,20.4,0.00,0.00,7.9,50,18.7,19.2
2023-07-26T11:00,20.3,0.00,0.00,13.0,359,25.6,19.4
2023-07-26T12:00,20.3,0.00,0.00,14.8,351,27.7,19.9
2023-07-26T13:00,20.6,0.00,0.00,14.8,352,28.8,19.5
2023-07-26T14:00,20.1,0.00,0.00,15.5,356,27.7,19.2
2023-07-26T15:00,20.3,0.00,0.00,17.6,1,31.3,19.0
2023-07-26T16:00,20.6,0.00,0.00,18.4,4,32.0,18.6
2023-07-26T17:00,20.0,0.00,0.00,16.6,7,31.7,17.8
2023-07-26T18:00,19.5,0.00,0.00,14.4,10,28.8,16.7
2023-07-26T19:00,18.7,0.00,0.00,12.6,4,24.1,15.8
2023-07-26T20:00,16.5,0.00,0.00,11.9,359,20.9,14.8
2023-07-26T21:00,14.8,0.00,0.00,11.2,356,20.2,14.2
2023-07-26T22:00,14.2,0.00,0.00,12.6,355,19.8,13.8
2023-07-26T23:00,14.0,0.00,0.00,10.8,356,19.8,13.5
2023-07-27T00:00,13.8,0.00,0.00,12.6,351,19.8,13.5
2023-07-27T01:00,13.6,0.00,0.00,13.3,352,21.6,13.3
2023-07-27T02:00,13.6,0.00,0.00,13.0,353,21.6,13.3
2023-07-27T03:00,13.8,0.00,0.00,12.2,352,20.2,13.8
2023-07-27T04:00,14.1,0.00,0.00,13.0,355,21.2,14.3
2023-07-27T05:00,14.5,0.00,0.00,13.0,358,22.0,14.8
2023-07-27T06:00,15.2,0.00,0.00,12.2,357,22.3,15.0
2023-07-27T07:00,16.1,0.00,0.00,10.4,351,21.6,15.5
2023-07-27T08:00,16.9,0.00,0.00,11.9,341,22.3,16.2
2023-07-27T09:00,18.2,0.00,0.00,14.0,339,26.3,18.0
2023-07-27T10:00,18.3,0.00,0.00,16.2,341,29.2,18.4
2023-07-27T11:00,19.1,0.00,0.00,16.6,342,30.2,19.0
2023-07-27T12:00,19.1,0.00,0.00,17.6,340,31.7,18.9
2023-07-27T13:00,19.1,0.00,0.00,18.0,341,32.4,18.9
2023-07-27T14:00,18.3,0.00,0.00,19.1,344,33.8,18.6
2023-07-27T15:00,17.9,0.00,0.00,20.5,349,36.4,18.1
2023-07-27T16:00,18.3,0.00,0.00,19.1,355,35.6,17.3
2023-07-27T17:00,19.6,0.00,0.00,17.3,356,33.5,16.5
2023-07-27T18:00,17.8,0.00,0.00,16.9,354,30.6,16.0
2023-07-27T19:00,16.1,0.00,0.00,18.7,351,31.0,15.5
2023-07-27T20:00,14.7,0.00,0.00,16.9,358,31.0,14.9
2023-07-27T21:00,13.9,0.00,0.00,13.7,351,27.7,14.6
2023-07-27T22:00,13.6,0.00,0.00,13.7,351,22.3,14.4
2023-07-27T23:00,13.2,0.00,0.00,11.9,348,22.3,14.4
2023-07-28T00:00,13.5,0.00,0.00,11.2,346,20.5,14.3
2023-07-28T01:00,13.4,0.00,0.00,10.1,334,18.0,14.2
2023-07-28T02:00,13.5,0.00,0.00,9.7,343,16.6,14.1
2023-07-28T03:00,13.6,0.00,0.00,9.4,342,16.2,14.1
2023-07-28T04:00,13.8,0.00,0.00,6.8,342,15.5,14.4
2023-07-28T05:00,14.0,0.00,0.00,5.0,336,11.9,14.6
2023-07-28T06:00,14.1,0.00,0.00,4.3,303,10.4,15.1
2023-07-28T07:00,14.6,0.00,0.00,4.0,280,10.1,15.2
2023-07-28T08:00,14.9,0.00,0.00,5.0,260,11.5,15.3
2023-07-28T09:00,15.0,0.00,0.00,7.2,275,15.1,15.7
2023-07-28T10:00,15.1,0.00,0.00,8.3,286,16.9,15.9
2023-07-28T11:00,15.4,0.00,0.00,10.1,301,19.8,15.9
2023-07-28T12:00,15.9,0.00,0.00,11.9,304,22.7,15.8
2023-07-28T13:00,15.7,0.00,0.00,10.4,310,22.3,15.8
2023-07-28T14:00,15.3,0.00,0.00,10.1,302,20.2,15.6
2023-07-28T15:00,15.0,0.00,0.00,10.4,309,21.2,15.2
2023-07-28T16:00,15.0,0.00,0.00,9.7,326,20.5,15.4
2023-07-28T17:00,15.2,0.00,0.00,9.7,338,20.2,15.1
2023-07-28T18:00,15.3,0.00,0.00,13.0,328,22.0,14.9
2023-07-28T19:00,14.6,0.00,0.00,13.3,339,23.4,14.6
2023-07-28T20:00,13.8,0.00,0.00,13.7,337,22.7,14.3
2023-07-28T21:00,13.5,0.00,0.00,11.5,339,20.5,14.1
2023-07-28T22:00,13.4,0.00,0.00,10.4,337,18.7,13.8
2023-07-28T23:00,13.6,0.00,0.00,8.6,332,16.6,13.7
2023-07-29T00:00,13.6,0.00,0.00,8.6,329,14.4,13.7
2023-07-29T01:00,13.8,0.00,0.00,9.4,334,15.5,13.6
2023-07-29T02:00,13.6,0.00,0.00,7.9,329,15.5,13.5
2023-07-29T03:00,13.4,0.00,0.00,8.6,327,15.5,13.5
2023-07-29T04:00,13.3,0.00,0.00,7.6,327,14.8,13.8
2023-07-29T05:00,13.2,0.00,0.00,6.8,322,13.7,14.0
2023-07-29T06:00,13.4,0.00,0.00,6.1,315,14.8,14.1
2023-07-29T07:00,13.9,0.00,0.00,5.0,299,12.6,15.1
2023-07-29T08:00,14.4,0.00,0.00,6.1,296,14.8,15.5
2023-07-29T09:00,15.0,0.00,0.00,8.3,302,18.4,16.0
2023-07-29T10:00,15.3,0.00,0.00,9.7,322,21.2,16.1
2023-07-29T11:00,15.4,0.00,0.00,12.2,341,24.5,16.0
2023-07-29T12:00,15.5,0.00,0.00,15.5,343,29.5,16.5
2023-07-29T13:00,16.1,0.00,0.00,16.2,346,30.2,16.8
2023-07-29T14:00,16.3,0.00,0.00,18.4,353,34.2,16.6
2023-07-29T15:00,16.4,0.00,0.00,17.3,342,32.0,16.5
2023-07-29T16:00,16.1,0.00,0.00,16.9,340,31.3,16.2
2023-07-29T17:00,15.6,0.00,0.00,15.8,341,30.2,15.5
2023-07-29T18:00,15.0,0.00,0.00,14.0,342,28.4,14.9
2023-07-29T19:00,14.5,0.00,0.00,13.7,356,24.8,14.3
2023-07-29T20:00,13.6,0.00,0.00,11.9,3,23.0,13.3
2023-07-29T21:00,12.5,0.00,0.00,11.2,17,19.4,12.4
2023-07-29T22:00,11.6,0.00,0.00,9.7,3,18.0,12.2
2023-07-29T23:00,11.4,0.00,0.00,10.1,354,16.6,11.8
2023-07-30T00:00,10.3,0.00,0.00,10.4,358,16.9,11.6
2023-07-30T01:00,9.4,0.00,0.00,10.8,7,17.3,11.4
2023-07-30T02:00,9.1,0.00,0.00,9.0,17,17.3,11.3
2023-07-30T03:00,9.6,0.00,0.00,7.6,12,13.0,11.6
2023-07-30T04:00,10.9,0.00,0.00,9.7,6,15.5,12.5
2023-07-30T05:00,12.7,0.00,0.00,14.8,10,24.5,13.4
2023-07-30T06:00,14.0,0.00,0.00,16.2,10,28.1,14.3
2023-07-30T07:00,14.8,0.00,0.00,16.9,9,30.2,15.1
2023-07-30T08:00,15.4,0.00,0.00,16.6,6,30.6,15.7
2023-07-30T09:00,15.7,0.00,0.00,16.9,1,31.0,16.4
2023-07-30T10:00,16.7,0.00,0.00,18.4,356,33.5,17.1
2023-07-30T11:00,17.1,0.00,0.00,19.4,359,35.3,17.8
2023-07-30T12:00,17.5,0.00,0.00,20.2,1,36.4,18.6
2023-07-30T13:00,17.4,0.00,0.00,19.4,2,36.4,18.6
2023-07-30T14:00,17.3,0.00,0.00,19.1,0,35.3,18.4
2023-07-30T15:00,17.8,0.00,0.00,19.4,4,34.9,17.7
2023-07-30T16:00,17.3,0.00,0.00,19.1,6,34.2,17.1
2023-07-30T17:00,17.3,0.00,0.00,17.6,9,32.8,16.4
2023-07-30T18:00,17.1,0.00,0.00,16.9,11,31.0,15.4
2023-07-30T19:00,16.2,0.00,0.00,14.8,7,28.4,14.6
2023-07-30T20:00,15.0,0.00,0.00,12.2,1,24.1,13.7
2023-07-30T21:00,14.1,0.00,0.00,9.7,353,21.2,12.9
2023-07-30T22:00,13.6,0.00,0.00,9.4,346,15.5,12.7
2023-07-30T23:00,13.4,0.00,0.00,7.9,344,14.8,12.5
2023-07-31T00:00,13.5,0.00,0.00,8.3,344,13.3,12.6
2023-07-31T01:00,13.0,0.00,0.00,7.2,338,11.9,12.2
2023-07-31T02:00,12.5,0.00,0.00,5.4,342,10.1,12.1
2023-07-31T03:00,12.3,0.00,0.00,1.8,288,8.6,12.4
2023-07-31T04:00,12.4,0.00,0.00,2.9,294,4.3,13.2
2023-07-31T05:00,13.3,0.00,0.00,2.9,294,5.0,14.3
2023-07-31T06:00,14.9,0.00,0.00,4.0,316,6.8,14.9
2023-07-31T07:00,16.1,0.00,0.00,2.9,26,7.9,15.7
2023-07-31T08:00,17.7,0.00,0.00,2.9,160,8.6,16.4
2023-07-31T09:00,18.6,0.00,0.00,4.3,260,11.2,17.2
2023-07-31T10:00,19.2,0.00,0.00,7.2,321,16.2,17.9
2023-07-31T11:00,19.2,0.00,0.00,9.7,330,19.8,18.5
2023-07-31T12:00,19.1,0.00,0.00,14.0,349,26.3,18.9
2023-07-31T13:00,18.4,0.00,0.00,15.8,350,28.4,19.4
2023-07-31T14:00,17.6,0.00,0.00,17.3,293,29.2,19.7
2023-07-31T15:00,18.2,0.00,0.00,12.2,331,25.2,19.5
2023-07-31T16:00,18.4,0.00,0.00,12.6,341,22.0,19.4
2023-07-31T17:00,18.8,0.00,0.00,7.9,340,21.6,19.0
2023-07-31T18:00,18.0,0.00,0.00,3.2,334,16.9,18.0
2023-07-31T19:00,17.7,0.00,0.00,9.0,95,14.4,16.9
2023-07-31T20:00,18.1,0.00,0.00,11.9,87,19.1,15.9
2023-07-31T21:00,18.0,0.00,0.00,14.4,91,23.0,15.6
2023-07-31T22:00,17.7,0.00,0.00,10.8,85,23.0,15.3
2023-07-31T23:00,17.7,0.00,0.00,11.2,90,18.4,15.0
2023-08-01T00:00,17.6,0.00,0.00,10.8,87,19.8,15.0
2023-08-01T01:00,17.7,0.00,0.00,10.8,92,17.6,14.9
2023-08-01T02:00,17.5,0.00,0.00,12.2,82,19.8,14.3
2023-08-01T03:00,17.3,0.00,0.00,14.4,82,24.5,14.8
2023-08-01T04:00,17.5,0.00,0.00,17.6,75,29.2,15.2
2023-08-01T05:00,17.9,0.00,0.00,11.5,80,28.8,15.5
2023-08-01T06:00,17.9,0.10,0.00,9.7,65,23.0,16.4
2023-08-01T07:00,17.3,0.00,0.00,9.4,54,16.2,16.8
